project_id,project__work_type,project__category,project__project_category,project__project_type,project__project_size,district_id,state_id,constituency_id,contractor_id,agency_id,project__recommendation_date,project__sanction_date,project__start_date,project__expected_completion_date,project__target_completion_date,project__actual_completion_date,project__project_duration,project__planned_duration_days,project__actual_duration_days,project__status,project__project_status,project__project_latitude,project__project_longitude,financial__recommended_amount,financial__estimated_cost,financial__sanctioned_amount,financial__revised_cost,financial__tender_amount,financial__tender_value,financial__released_amount,financial__fund_released,financial__actual_expenditure,financial__unspent_balance,financial__remaining_balance,financial__fund_utilization_ratio,financial__utilization_ratio,financial__release_ratio,financial__expenditure_ratio,financial__cost_per_unit,financial__peer_median_cost,financial__peer_mean_cost,financial__cost_deviation,financial__tender_estimate_deviation,financial__actual_sanction_deviation,financial__cost_overrun,financial__cost_per_km,financial__cost_per_sqft,financial__cost_per_beneficiary,financial__sor_deviation,financial__market_rate_deviation,financial__inflation_adjusted_cost_deviation,payment__payment_count,payment__total_paid,payment__average_payment,payment__median_payment,payment__min_payment,payment__max_payment,payment__payment_amount_std,payment__first_payment_date,payment__last_payment_date,payment__payment_span_days,payment__average_days_between_payments,payment__median_days_between_payments,payment__payment_interval_std,payment__payment_velocity_mean,payment__payment_velocity_max,payment__payment_frequency_mean,payment__payment_concentration_max,payment__duplicate_payment_count,payment__duplicate_payment_rate,payment__payment_timing_anomaly_count,payment__payment_timing_anomaly_rate,payment__unverified_payment_count,payment__unverified_payment_rate,payment__round_number_payment_count,payment__round_number_payment_rate,payment__final_installment_count,payment__final_installment_amount,payment__final_installment_share,progress__progress_observation_count,progress__latest_physical_progress,progress__latest_financial_progress,progress__latest_planned_progress,progress__latest_completion_percentage,progress__latest_progress_mismatch,progress__latest_progress_gap,progress__financial_minus_physical_progress,progress__actual_vs_planned_progress,progress__physical_progress_slope,progress__financial_progress_slope,progress__planned_progress_slope,progress__progress_gap_slope,progress__progress_velocity_latest,progress__progress_acceleration_latest,progress__latest_delay_days,progress__max_delay_days,progress__extension_count,progress__planned_duration_days,progress__actual_duration_days,progress__duration_overrun_days,progress__duration_overrun_ratio,progress__geotag_available_rate,progress__geotag_consistency_rate,progress__measurement_book_verified_rate,procurement__tender_exists,procurement__procurement_method,procurement__tender_publication_date,procurement__tender_duration,procurement__bid_count,procurement__qualified_bid_count,procurement__single_bid_flag,procurement__bid_competition_score,procurement__tender_type,procurement__winning_bid,procurement__winning_bid_amount,procurement__winning_bid_deviation,procurement__winning_bid_vs_lowest_bid,procurement__bid_price_similarity,procurement__bidder_disqualification_rate,procurement__re_tender_count,procurement__tender_cancellation_count,procurement__tender_bypass_flag,procurement__repeated_winner_flag,procurement__bid_rotation_score,procurement__repeated_loser_score,procurement__procurement_compliance_flag,contract__work_order_amount,contract__original_contract_value,contract__final_contract_value,contract__contract_value_change,contract__contract_amendment_count,contract__amendment_value,contract__extension_count,contract__extension_duration,contract__award_date,contract__original_completion_date,contract__revised_completion_date,contract__contract_delay_days,contract__contractor_capacity,contract__contract_value_to_capacity,contract__external_service_provider_flag,contract__subcontractor_count,contract__subcontractor_value_share,contract__end_period_expenditure_ratio,contract__performance_guarantee_submitted,contractor__registration_category,contractor__financial_capacity,contractor__base_quality_score,contractor__past_irregularity_rate,contractor__contractor_past_irregularity_rate,contractor__contractor_capacity_strain,contractor__contractor_project_count,contractor__contractor_total_contract_value,contractor__contractor_average_contract_value,contractor__contractor_max_contract_value,contractor__contractor_project_share,contractor__contractor_value_share,contractor__contractor_district_concentration,contractor__contractor_agency_concentration,contractor__contractor_constituency_concentration,contractor__contractor_delay_rate,contractor__contractor_completion_rate,contractor__contractor_cancellation_rate,contractor__contractor_previous_irregularities,contractor__contractor_financial_capacity,contractor__contractor_value_to_capacity,contractor__repeated_agency_contractor_pair,contractor__shared_ownership,contractor__shared_directors,contractor__shared_shareholders,contractor__shared_address,contractor__beneficial_owner_overlap,contractor__contractor_financial_health,contractor__company_ownership_change,contractor__director_change,contractor__address_change,agency__agency_type,agency__agency_workload_ratio,agency__agency_geographic_concentration,geo__district_latitude,geo__district_longitude,geo__population,geo__population_density,geo__literacy_rate,geo__poverty_rate,geo__infrastructure_gap_index,geo__geographic_cluster_id,constituency__mp_house,document__administrative_sanction,document__technical_sanction,document__dpr,document__work_order,document__measurement_book,document__utilization_certificate,document__completion_certificate,document__geo_tagged_photos,document__photo_count,document__required_document_count,document__available_document_count,document__missing_document_ratio,document__document_exists_flag,document__document_type,document__document_date,document__document_amount,document__document_entity,document__document_project_reference,document__document_database_match_score,document__document_amount_mismatch,document__document_date_mismatch,document__document_entity_mismatch,document__document_duplicate_hash,document__document_version_count,document__document_tampering_flag,document__ocr_confidence_score,document__data_completeness_score,document__missing_field_count,document__missing_critical_field_flag,document__data_validation_status,document__data_source,document__source_system,document__last_updated_timestamp,document__record_update_count,document__late_data_submission_flag,document__inconsistent_record_flag,document__cross_source_mismatch_flag,document__asset_created_flag,document__asset_register_entry_flag,document__asset_location,document__asset_latitude,document__asset_longitude,document__asset_photo_available,document__asset_photo_date,document__asset_photo_count,document__asset_status,document__asset_verification_status,document__asset_project_link_match,document__asset_geo_consistency,document__asset_completion_evidence_score
MPLADS-000001,Bituminous Road,Roads & Bridges,Roads & Bridges,Bituminous Road,MEDIUM,DIST-0232,ST-06,PC-0338,CONT-0352,AGENCY-0404,2022-11-03,2022-12-14,2022-12-29,2023-06-12,2023-06-12,2023-07-31,180,180,214,COMPLETED,COMPLETED,9.07608,77.42841,2665000.0,2665000.0,2646000.0,2646000.0,2607000.0,2607000.0,2646000.0,2646000.0,2590000.0,56000.0,56000.0,0.9788,0.9788,1.0,0.9788,5743.84,2665400.0,2718700.0,-0.0281,-0.0218,-0.0212,0.0,634614.57,0.0,0.0,-0.0203,-0.0073,-0.0316,3,2590000.0,863333.33,863300.0,863300.0,863400.0,57.74,2023-02-23,2023-07-16,143,71.5,71.5,0.71,14388.89,14390.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,863400.0,0.3334,1,99.1,97.9,93.2,99.1,1.2,-1.2,-1.2,9.1,0.4631,0.0,0.0,0.0,0.4631,0.0453,0.0,0.0,0,180.0,214.0,34.0,1.1889,1.0,1.0,1.0,1,Open e-Tender,2022-11-23,28,6,5,0,1.0,Open e-Tender,2607000.0,2607000.0,-0.0218,0.0426,0.9663,0.13,0,0,0,0,0.115,0.407,1,2607000.0,2607000.0,2590000.0,-0.0065,0,0.0,0,0,2022-12-28,2023-06-12,2023-06-12,34,100000000.0,0.0261,0,0,0.051,0.404,True,Class B,100000000.0,0.708,0.1388,0.1724,0.877,1,56946419.74353434,11515370.332929792,10811801.615383549,0.0799,0.2052,0.759,0.718,0.557,0.159,0.787,0.02,0,5000000.0,1.038,1,0,0,1,0,0,0.855,1,0,0,Public Works Department (PWD),2.079,0.469,9.02566,77.3563,840064,709.4,68.4,28.4,0.277,GEO-CLUST-07,Lok Sabha,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-12-14,2646000.0,KAR-District-01 - Water Supply & Sewerage Board,MPLADS-000001,0.98,0,0,0,SHA256-8cc58ed85707,1,0,0.946,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.874520+00:00,3,0,0,0,1,1,TAM-District-05 Sector 14,9.07608,77.42841,1,2023-07-16,4,OPERATIONAL,VERIFIED,1,1,1.0
MPLADS-000002,Paver Block Road,Roads & Bridges,Roads & Bridges,Paver Block Road,MEDIUM,DIST-0519,ST-15,PC-0758,CONT-0102,AGENCY-1147,2023-07-25,2023-08-24,2023-09-06,2024-02-20,2024-02-20,,180,180,207,WORK_IN_PROGRESS,WORK_IN_PROGRESS,25.73962,95.11848,2440000.0,2440000.0,2475000.0,2475000.0,2441000.0,2441000.0,2475000.0,2475000.0,2394000.0,81000.0,81000.0,0.9673,0.9673,1.0,0.9673,9407.31,2439900.0,2488700.0,-0.0189,0.0004,-0.0327,0.0,1351954.79,0.0,0.0,0.1543,0.0352,0.056,3,2394000.0,798000.0,798000.0,798000.0,798000.0,0.0,2023-11-01,2024-03-18,138,69.0,69.0,0.0,13300.0,13300.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,798000.0,0.3333,1,70.5,96.7,89.1,70.5,26.2,26.2,26.2,-19.5,0.3406,0.0,0.0,0.0,0.3406,0.024,26.2,26.2,0,180.0,207.0,27.0,1.15,1.0,1.0,1.0,1,Open e-Tender,2023-08-03,28,6,5,0,1.0,Open e-Tender,2441000.0,2441000.0,0.0004,0.0184,0.8882,0.071,0,0,0,1,0.207,0.167,1,2441000.0,2441000.0,2394000.0,-0.0193,0,0.0,0,0,2023-09-07,2024-02-20,2024-02-20,27,20000000.0,0.122,0,0,0.253,0.362,True,Class C,20000000.0,0.955,0.188,0.0863,0.441,34,99760841.94871368,9719480.684830828,26188047.211962838,0.1339,0.2534,0.821,0.369,0.357,0.332,0.907,0.066,0,20000000.0,1.46,0,0,0,0,0,0,0.983,0,0,0,Rural Development Department (RDD),0.95,0.808,25.66693,95.15562,1039928,339.6,80.4,12.7,0.63,GEO-CLUST-19,Lok Sabha,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-08-24,2475000.0,CHH-District-05 - Panchayati Raj Institution (PRI),MPLADS-000002,0.98,0,0,0,SHA256-c3b58dead8ca,1,0,0.966,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.874980+00:00,3,0,0,0,0,0,ASS-District-13 Sector 14,25.73962,95.11848,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000003,Community Tank,Drinking Water,Drinking Water,Community Tank,SMALL,DIST-0459,ST-12,PC-0670,CONT-0258,AGENCY-0258,2022-01-06,2022-02-23,2022-03-13,2022-05-24,2022-05-24,,90,90,103,WORK_IN_PROGRESS,WORK_IN_PROGRESS,16.61631,79.59492,710000.0,710000.0,721000.0,721000.0,721000.0,721000.0,721000.0,721000.0,643000.0,78000.0,78000.0,0.8918,0.8918,1.0,0.8918,3083.29,710100.0,724300.0,-0.0944,0.0155,-0.1082,0.0,0.0,0.0,882.96,0.0847,0.1305,0.1133,2,643000.0,321500.0,321500.0,321500.0,321500.0,0.0,2022-04-15,2022-06-06,52,52.0,52.0,0.0,7144.44,7144.44,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,321500.0,0.5,1,74.8,89.2,84.8,74.8,14.4,14.4,14.4,-15.2,0.7262,0.0,0.0,0.0,0.7262,0.0475,14.4,14.4,0,90.0,103.0,13.0,1.1444,1.0,1.0,1.0,1,Open e-Tender,2022-02-02,29,7,6,0,1.0,Open e-Tender,721000.0,721000.0,0.0155,0.0062,0.966,0.116,0,0,0,0,0.13,0.137,1,721000.0,721000.0,643000.0,-0.1082,0,0.0,0,0,2022-03-09,2022-05-24,2022-05-24,13,5000000.0,0.1442,0,1,0.067,0.547,True,Class B,5000000.0,0.937,0.1184,0.0862,0.527,40,93531071.76153518,10365135.021933492,34346823.29583502,0.045,0.1739,0.682,0.381,0.405,0.295,0.783,0.002,0,20000000.0,0.548,0,0,0,0,0,0,0.758,0,0,0,Rural Development Department (RDD),2.129,0.436,16.5715,79.65278,531259,613.4,77.5,36.5,0.709,GEO-CLUST-09,Lok Sabha,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-02-23,721000.0,PUN-District-03 - Water Supply & Sewerage Board,MPLADS-000003,0.98,0,0,0,SHA256-f9197893bc8e,1,0,0.966,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.875352+00:00,3,0,0,0,0,0,TEL-District-24 Sector 4,16.61631,79.59492,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000004,Major River Overbridge,Mega Infrastructure,Mega Infrastructure,Major River Overbridge,LARGE,DIST-0541,ST-15,PC-0793,CONT-0307,AGENCY-0891,2022-06-09,2022-07-14,2022-08-11,2023-08-18,2023-08-18,,400,400,430,WORK_IN_PROGRESS,WORK_IN_PROGRESS,24.37501,95.62591,11983000.0,11983000.0,11824000.0,11824000.0,11739000.0,11739000.0,11824000.0,11824000.0,10213000.0,1611000.0,1611000.0,0.8638,0.8638,1.0,0.8638,55316.27,11982800.0,12222500.0,-0.1477,-0.0204,-0.1362,0.0,0.0,8712.52,0.0,-0.0421,0.1038,0.1088,3,10213000.0,3404333.33,3404300.0,3404300.0,3404400.0,57.74,2022-12-04,2023-09-17,287,143.5,143.5,0.71,25532.5,25533.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3404400.0,0.3333,1,89.7,86.4,93.2,89.7,3.3,-3.3,-3.3,-0.3,0.2086,0.0,0.0,0.0,0.2086,0.0232,0.0,0.0,0,400.0,430.0,30.0,1.075,1.0,1.0,1.0,1,Open e-Tender,2022-06-23,16,7,7,0,1.0,Open e-Tender,11739000.0,11739000.0,-0.0204,0.0086,0.9393,0.105,0,0,0,0,0.346,0.126,1,11739000.0,11739000.0,10213000.0,-0.13,0,0.0,0,0,2022-07-28,2023-08-18,2023-08-18,30,20000000.0,0.587,0,0,0.087,0.443,True,Class B,20000000.0,0.822,0.0208,0.1141,1.091,32,239150806.58567855,13841671.884496532,10039249.574207928,0.1354,0.2115,0.89,0.772,0.39,0.404,0.775,0.022,0,5000000.0,1.071,0,0,0,0,0,0,0.97,0,0,0,Rural Development Department (RDD),1.698,0.4,24.34698,95.67222,1363142,1019.3,62.7,16.4,0.504,GEO-CLUST-16,Lok Sabha,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-07-14,11824000.0,AND-District-14 - Public Works Department (PWD),MPLADS-000004,0.98,0,0,0,SHA256-d73b1900a9a7,1,0,0.885,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.875699+00:00,3,0,0,0,0,0,ASS-District-35 Sector 13,24.37501,95.62591,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000005,Farm Pond Renovation,Irrigation & Agriculture,Irrigation & Agriculture,Farm Pond Renovation,MEDIUM,DIST-0430,ST-11,PC-0627,CONT-0007,AGENCY-0741,2022-04-04,2022-05-29,2022-06-26,2022-11-05,2022-11-05,,160,160,149,WORK_IN_PROGRESS,WORK_IN_PROGRESS,20.50653,82.89162,2367000.0,2367000.0,2447000.0,2447000.0,2387000.0,2387000.0,2447000.0,2447000.0,2182000.0,265000.0,265000.0,0.8917,0.8917,1.0,0.8917,7096.19,2367000.0,2414300.0,-0.0782,0.0084,-0.1083,0.0,0.0,0.0,0.0,0.1472,-0.0275,0.048,3,2182000.0,727333.33,727300.0,727300.0,727400.0,57.74,2022-07-17,2022-10-25,100,50.0,50.0,0.0,13637.5,13638.75,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,727400.0,0.3334,1,86.4,89.2,83.6,86.4,2.8,2.8,2.8,-3.6,0.5799,0.0,0.0,0.0,0.5799,0.0438,2.8,2.8,0,160.0,149.0,0.0,0.9313,1.0,1.0,1.0,1,Open e-Tender,2022-05-08,27,6,5,0,1.0,Open e-Tender,2387000.0,2387000.0,0.0084,0.0356,0.8588,0.05,0,0,0,0,0.263,0.418,1,2387000.0,2387000.0,2182000.0,-0.0859,0,0.0,0,0,2022-06-12,2022-11-05,2022-11-05,0,5000000.0,0.4774,0,1,0.298,0.421,True,Class B,5000000.0,0.732,0.0439,0.0713,1.464,33,132102611.73260312,11449709.134504365,36736904.74581663,0.2923,0.0344,0.766,0.56,0.156,0.322,0.886,0.042,1,5000000.0,0.483,0,0,0,0,0,0,0.856,0,0,0,Panchayati Raj Institution (PRI),1.316,0.955,20.51932,82.81934,1176972,768.8,84.6,10.4,0.479,GEO-CLUST-05,Lok Sabha,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-05-29,2447000.0,TAM-District-13 - Public Works Department (PWD),MPLADS-000005,0.98,0,0,0,SHA256-9f2634173860,1,0,0.95,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.876025+00:00,3,0,0,0,0,0,ODI-District-25 Sector 4,20.50653,82.89162,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000006,School Boundary Wall,Education Infrastructure,Education Infrastructure,School Boundary Wall,SMALL,DIST-0068,ST-01,PC-0097,CONT-0206,AGENCY-0059,2023-08-20,2023-10-16,2023-10-26,2024-03-14,2024-03-14,2024-03-21,150,150,147,COMPLETED,COMPLETED,29.70669,77.84259,1183000.0,1183000.0,1209000.0,1209000.0,1189000.0,1189000.0,1209000.0,1209000.0,1076000.0,133000.0,133000.0,0.89,0.89,1.0,0.89,2297.29,1183000.0,1206600.0,-0.0904,0.0051,-0.11,0.0,0.0,444.89,0.0,-0.0113,-0.0252,0.142,3,1076000.0,358666.67,358700.0,358600.0,358700.0,57.74,2023-12-04,2024-03-11,98,49.0,49.0,0.0,7173.33,7174.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,358600.0,0.3333,1,96.1,89.0,99.3,96.1,7.1,-7.1,-7.1,6.1,0.6537,0.0,0.0,0.0,0.6537,0.0407,0.0,0.0,0,150.0,147.0,0.0,0.98,1.0,1.0,1.0,1,Open e-Tender,2023-09-25,21,4,3,0,0.667,Open e-Tender,1189000.0,1189000.0,0.0051,0.0236,0.9172,0.042,0,0,0,0,0.743,0.482,1,1189000.0,1189000.0,1076000.0,-0.095,0,0.0,0,0,2023-10-30,2024-03-14,2024-03-14,0,20000000.0,0.0594,0,2,0.006,0.356,True,Class C,20000000.0,0.835,0.0375,0.0787,1.782,15,65668671.978765965,4299534.464668775,36024989.64386601,0.1627,0.1616,0.353,0.824,0.432,0.293,0.687,0.009,0,5000000.0,0.862,1,0,0,0,0,0,0.553,0,0,0,Public Works Department (PWD),0.795,0.836,29.63421,77.85578,2188919,772.1,79.7,27.6,0.829,GEO-CLUST-18,Rajya Sabha,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-10-16,1209000.0,CHH-District-07 - Municipal Corporation (MC),MPLADS-000006,0.98,0,0,0,SHA256-5d33ae05aa91,1,0,0.902,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.876350+00:00,3,0,0,0,1,1,UTT-District-68 Sector 9,29.70669,77.84259,1,2024-03-11,4,OPERATIONAL,VERIFIED,1,1,1.0
MPLADS-000007,Ambulance Vehicle,Public Health,Public Health,Ambulance Vehicle,MEDIUM,DIST-0586,ST-17,PC-0864,CONT-0290,AGENCY-1086,2022-02-01,2022-03-26,2022-04-22,2022-10-22,2022-10-22,,210,210,213,WORK_IN_PROGRESS,WORK_IN_PROGRESS,19.9271,80.28345,3152000.0,3152000.0,3151000.0,3151000.0,3074000.0,3074000.0,3151000.0,3151000.0,2803000.0,348000.0,348000.0,0.8896,0.8896,1.0,0.8896,8903.36,3152500.0,3215500.0,-0.1107,-0.0247,-0.1104,0.0,0.0,1741.73,0.0,0.1399,0.2067,-0.009,3,2803000.0,934333.33,934300.0,934300.0,934400.0,57.74,2022-06-05,2022-10-25,142,71.0,71.0,0.0,13347.62,13348.57,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,934400.0,0.3334,1,94.3,89.0,93.6,94.3,5.3,-5.3,-5.3,4.3,0.4427,0.0,0.0,0.0,0.4427,0.0105,0.0,0.0,0,210.0,213.0,3.0,1.0143,1.0,1.0,1.0,1,Open e-Tender,2022-03-05,16,5,5,0,0.833,Open e-Tender,3074000.0,3074000.0,-0.0247,0.0079,0.932,0.084,0,0,0,0,0.1,0.395,1,3074000.0,3074000.0,2803000.0,-0.0882,0,0.0,0,0,2022-04-09,2022-10-22,2022-10-22,3,20000000.0,0.1537,0,0,0.076,0.244,True,Class B,20000000.0,0.878,0.0443,0.1068,0.993,42,224973999.167444,11619547.516076334,39514825.47290368,0.154,0.2079,0.344,0.617,0.377,0.189,0.963,0.013,1,5000000.0,0.24,1,0,0,0,0,0,0.75,0,0,0,Municipal Corporation (MC),0.602,0.686,19.89504,80.22382,1516014,1330.8,91.3,22.7,0.819,GEO-CLUST-11,Rajya Sabha,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-03-26,3151000.0,GUJ-District-14 - Panchayati Raj Institution (PRI),MPLADS-000007,0.98,0,0,0,SHA256-861876d9524b,1,0,0.918,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.876669+00:00,3,0,0,0,0,0,CHH-District-22 Sector 11,19.9271,80.28345,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000008,Ayurvedic Dispensary,Public Health,Public Health,Ayurvedic Dispensary,MEDIUM,DIST-0614,ST-18,PC-0903,CONT-0261,AGENCY-1052,2022-04-13,2022-06-07,2022-06-20,2023-01-03,2023-01-03,,210,210,205,WORK_IN_PROGRESS,WORK_IN_PROGRESS,27.80673,77.48903,3879000.0,3879000.0,3869000.0,3869000.0,3654000.0,3654000.0,3869000.0,3869000.0,3290000.0,579000.0,579000.0,0.8503,0.8503,1.0,0.8503,13962.61,3878800.0,3956400.0,-0.1518,-0.058,-0.1497,0.0,0.0,3079.7,0.0,0.1384,0.016,0.0321,3,3290000.0,1096666.67,1096700.0,1096600.0,1096700.0,57.74,2022-08-14,2022-12-29,137,68.5,68.5,0.71,15666.66,15667.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1096600.0,0.3333,1,93.2,85.0,93.2,93.2,8.2,-8.2,-8.2,3.2,0.4546,0.0,0.0,0.0,0.4546,0.0271,0.0,0.0,0,210.0,205.0,0.0,0.9762,1.0,1.0,1.0,1,Open e-Tender,2022-05-17,19,6,6,0,1.0,Open e-Tender,3654000.0,3654000.0,-0.058,0.0217,0.9087,0.122,0,0,0,0,0.305,0.265,1,3654000.0,3654000.0,3290000.0,-0.0996,0,0.0,0,0,2022-06-21,2023-01-03,2023-01-03,0,5000000.0,0.7308,0,0,0.176,0.402,True,Class C,5000000.0,0.729,0.0562,0.0898,0.614,8,205524671.9056112,12220586.667242425,24597445.95243717,0.3138,0.1583,0.848,0.222,0.36,0.392,0.947,0.061,0,100000000.0,1.191,0,0,0,0,0,0,0.841,0,0,0,Water Supply & Sewerage Board,0.93,0.863,27.88556,77.44334,885909,450.6,66.7,25.1,0.461,GEO-CLUST-14,Lok Sabha,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-06-07,3869000.0,PUN-District-22 - Public Works Department (PWD),MPLADS-000008,0.98,0,0,0,SHA256-916acaff73bc,1,0,0.99,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.877008+00:00,3,0,0,0,0,0,HAR-District-17 Sector 7,27.80673,77.48903,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000009,Ambulance Vehicle,Public Health,Public Health,Ambulance Vehicle,MEDIUM,DIST-0455,ST-12,PC-0664,CONT-0224,AGENCY-0122,2023-05-26,2023-07-14,2023-08-01,2024-02-09,2024-02-09,,210,210,220,WORK_IN_PROGRESS,WORK_IN_PROGRESS,17.29835,78.63939,3920000.0,3920000.0,4108000.0,4108000.0,3697000.0,3697000.0,4108000.0,4108000.0,3988000.0,120000.0,120000.0,0.9708,0.9708,1.0,0.9708,192043.04,3919800.0,3998200.0,0.0173,-0.0569,-0.0292,0.0,0.0,1347.26,0.0,0.0606,-0.0301,0.0084,3,3988000.0,1329333.33,1329300.0,1329300.0,1329400.0,57.74,2023-09-25,2024-02-19,147,73.5,73.5,0.71,18990.48,18991.43,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1329400.0,0.3334,1,90.1,97.1,94.5,90.1,7.0,7.0,7.0,0.1,0.4095,0.0,0.0,0.0,0.4095,0.0328,7.0,7.0,0,210.0,220.0,10.0,1.0476,1.0,1.0,1.0,1,Open e-Tender,2023-06-23,20,3,2,0,0.5,Open e-Tender,3697000.0,3697000.0,-0.0569,0.0358,0.9445,0.236,0,0,0,0,0.664,0.394,1,3697000.0,3697000.0,3988000.0,0.0787,0,291000.0,0,0,2023-07-28,2024-02-09,2024-02-09,10,5000000.0,0.7394,0,1,0.161,0.361,True,Class B,5000000.0,0.752,0.2707,0.0067,1.495,25,148945685.51869133,14050615.164174572,33128208.98415033,0.2518,0.3516,0.894,0.346,0.247,0.27,0.979,0.039,0,20000000.0,0.29,1,0,0,0,0,0,0.562,0,0,0,Water Supply & Sewerage Board,2.126,0.779,17.30277,78.66262,1174049,1148.1,71.9,24.2,0.796,GEO-CLUST-05,Lok Sabha,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-07-14,4108000.0,ASS-District-23 - Water Supply & Sewerage Board,MPLADS-000009,0.98,0,0,0,SHA256-62a2cdf1ce24,1,0,0.951,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.877320+00:00,3,0,0,0,0,0,TEL-District-20 Sector 2,17.29835,78.63939,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
MPLADS-000010,Solar Street Lighting,Renewable Energy,Renewable Energy,Solar Street Lighting,SMALL,DIST-0188,ST-05,PC-0266,CONT-0298,AGENCY-0308,2022-03-07,2022-04-13,2022-05-07,2022-06-12,2022-06-12,,60,60,55,WORK_IN_PROGRESS,WORK_IN_PROGRESS,26.08366,80.15689,498000.0,498000.0,493000.0,493000.0,465000.0,465000.0,493000.0,493000.0,473000.0,20000.0,20000.0,0.9594,0.9594,1.0,0.9594,25343.57,498200.0,508200.0,-0.0502,-0.0663,-0.0406,0.0,0.0,0.0,0.0,-0.0791,-0.0414,0.0591,2,473000.0,236500.0,236500.0,236500.0,236500.0,0.0,2022-05-10,2022-06-07,28,28.0,28.0,0.0,7883.33,7883.33,30.0,0.5,0,0.0,0,0.0,2,1.0,0,0.0,1,236500.0,0.5,1,86.3,95.9,81.8,86.3,9.6,9.6,9.6,-3.7,1.5691,0.0,0.0,0.0,1.5691,0.0359,9.6,9.6,0,60.0,55.0,0.0,0.9167,0.0,0.0,0.0,1,Open e-Tender,2022-03-23,18,5,4,0,0.833,Open e-Tender,465000.0,465000.0,-0.0663,0.0123,0.9674,0.127,0,0,0,0,0.537,0.301,1,465000.0,465000.0,473000.0,0.0172,0,8000.0,0,0,2022-04-27,2022-06-12,2022-06-12,0,100000000.0,0.0046,0,2,0.106,0.314,True,Class B,100000000.0,0.918,0.1005,0.0644,0.848,5,159185670.9154629,2521241.739583305,24475698.089203425,0.2904,0.3996,0.478,0.214,0.47,0.161,0.945,0.057,0,20000000.0,0.678,0,0,0,0,0,0,0.638,0,0,0,Rural Development Department (RDD),1.423,0.649,26.16181,80.19119,1453561,1339.7,78.9,30.3,0.724,GEO-CLUST-13,Lok Sabha,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2022-04-13,493000.0,UTT-District-16 - Water Supply & Sewerage Board,MPLADS-000010,0.65,0,0,0,SHA256-df62fab2bd86,1,0,0.974,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:51.877629+00:00,3,0,1,0,0,0,MAD-District-16 Sector 11,26.08366,80.15689,0,,0,UNDER_CONSTRUCTION,PENDING,1,1,0.0
